id,game_id,hastily,normally,completely,count,created_at,updated_at
82,4752,32460.0,,,1,1728556532,1728556532
83,7653,,14400.0,,1,1728556532,1728556532
84,7698,,19440.0,,1,1728556532,1728556532
85,2369,9000.0,20400.0,,3,1728556532,1758490908
86,19,24060.0,28800.0,38160.0,6,1728556532,1748615781
87,7695,32040.0,,,1,1728556532,1728556532
88,6036,19350.0,85915.0,142092.0,17,1728556532,1760485908
89,7670,32820.0,,,1,1728556532,1728556532
90,960,41400.0,40945.0,86400.0,10,1728556532,1748616244
91,7731,,11460.0,,1,1728556532,1728556532
92,2935,21600.0,22842.0,124880.0,13,1728556533,1755988279
93,7721,28320.0,,,1,1728556533,1728556533
94,7732,5640.0,,,1,1728556533,1728556533
95,501,44280.0,85572.0,181440.0,19,1728556533,1753023113
96,500,36420.0,52647.0,70320.0,20,1728556533,1754593782
97,623,30000.0,25200.0,68400.0,4,1728556533,1748615422
98,1939,19920.0,38880.0,94320.0,1,1728556533,1728556533
99,2878,151380.0,,199500.0,2,1728556533,1728556533
100,7765,254760.0,,,1,1728556533,1728556533
101,1022,42960.0,23400.0,,3,1728556533,1728556533
102,375,79200.0,43815.0,,10,1728556533,1751990306
103,1961,,48660.0,,1,1728556533,1728556533
104,7170,10800.0,25200.0,36000.0,3,1728556533,1728556533
105,7528,31920.0,,,1,1728556533,1728556533
106,2960,29400.0,,,1,1728556533,1728556533
107,2238,,37620.0,,2,1728556533,1728556533
108,986,33960.0,39600.0,63000.0,2,1728556533,1728556533
109,740,36210.0,42960.0,45000.0,3,1728556533,1728556533
110,2229,,46140.0,,1,1728556533,1728556533
111,7839,,35340.0,,1,1728556533,1728556533
112,7838,,38880.0,,1,1728556533,1728556533
113,76,,219473.0,314100.0,11,1728556533,1731563098
114,1164,,47709.0,72855.0,19,1728556533,1739523569
115,5761,,,84000.0,1,1728556533,1728556533
116,473,17580.0,,,1,1728556533,1728556533
117,1906,106200.0,9440.0,12800.0,20,1728556533,1752691540
118,604,,16860.0,,1,1728556533,1728556533
119,7847,,3660.0,,1,1728556533,1728556533
120,5540,,47460.0,,1,1728556533,1728556533
121,7863,67380.0,,,1,1728556533,1728556533
122,148,,36000.0,,4,1728556533,1760020469
123,1250,,41760.0,,1,1728556533,1728556533
124,3035,4200.0,9675.0,20332.0,15,1728556533,1748983310
125,5445,19800.0,,,1,1728556533,1728556533
126,7145,,,53400.0,1,1728556534,1728556534
127,7895,,43200.0,216000.0,1,1728556534,1728556534
128,4755,28800.0,38700.0,111600.0,1,1728556534,1728556534
129,7578,,28800.0,43620.0,2,1728556534,1741805714
130,6744,,45600.0,28800.0,3,1728556534,1728556534
131,3075,38550.0,74010.0,,2,1728556534,1728556534
132,7553,,7920.0,21600.0,2,1728556534,1728556534
133,2003,54000.0,75255.0,152820.0,10,1728556534,1753030899
134,1334,9600.0,11560.0,19980.0,16,1728556534,1741467291
135,2638,,43200.0,118800.0,2,1728556534,1728556534
136,1314,,16200.0,32400.0,3,1728556534,1748617088
137,1363,14400.0,14880.0,18000.0,7,1728556534,1753019039
138,66,,24660.0,41400.0,4,1728556534,1750116406
139,65,30600.0,42300.0,67500.0,6,1728556534,1728876136
140,928,25200.0,32400.0,,2,1728556534,1728556534
141,7047,,349200.0,,1,1728556534,1728556534
142,7693,,16560.0,,1,1728556534,1728556534
143,3153,16740.0,25200.0,,6,1728556534,1728556534
144,6328,55800.0,82800.0,122400.0,4,1728556534,1728556534
145,2163,92790.0,5970.0,9960.0,5,1728556534,1728556534
146,3247,29520.0,52980.0,145740.0,3,1728556534,1728556534
147,5924,,,,4,1728556534,1728556534
148,826,18000.0,100170.0,86400.0,4,1728556534,1729798899
149,7859,,51720.0,,1,1728556534,1728556534
150,2368,,228600.0,323100.0,10,1728556534,1728556534
151,2479,5400.0,9000.0,10800.0,3,1728556534,1739496884
152,493,28800.0,40875.0,68400.0,11,1728556534,1758872469
153,2853,,19902.0,,7,1728556534,1728556534
154,2205,,24000.0,,1,1728556534,1728556534
155,5623,25200.0,46800.0,46800.0,2,1728556534,1728556534
156,184,,44565.0,32400.0,4,1728556534,1728556534
157,616,40320.0,28800.0,,2,1728556534,1728556534
158,890,25200.0,39930.0,32400.0,3,1728556534,1728556534
159,6185,,43500.0,,2,1728556534,1728556534
160,1150,43980.0,,25200.0,2,1728556535,1728556535
161,1151,45900.0,49590.0,61200.0,4,1728556535,1728556535
162,1152,57420.0,70200.0,,2,1728556535,1728556535
163,2924,21600.0,50640.0,48900.0,7,1728556535,1728556535
164,6778,7200.0,13400.0,14400.0,4,1728556535,1736185274
165,7650,31860.0,44430.0,,2,1728556535,1728556535
166,4851,14400.0,20700.0,28800.0,2,1728556535,1753028873
167,63,,37200.0,65520.0,2,1728556535,1728556535
168,1062,30600.0,47684.0,117000.0,18,1728556535,1756738464
169,2001,16200.0,28710.0,38412.0,10,1728556535,1747388875
